commit	S1_time	S8_time	Smax_time	accuracy	C_value	estimated_score	status	description
baseline	0.000000	0.000000	0.000000	0.0000	0.00	0.000000	keep	baseline placeholder (run run_experiment.sh to fill real baseline)
